,old_index,checked,"Error (0 no error, 1 value err, 2 unrelated, 3 hierarchical)",pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
1127,1336,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of natural gas used in clinker production in 2023?,12.9,11,5
1128,1337,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of alternative fossil fuels used in clinker production in 2021?,15.4,15,3
1129,1338,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of alternative fossil fuels used in clinker production in 2022?,16.1,15,4
1130,1339,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of alternative fossil fuels used in clinker production in 2023?,16.7,15,5
1131,1340,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of biomass used in clinker production in 2021?,11.2,16,3
1132,1341,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of biomass used in clinker production in 2022?,12.6,16,4
1133,1342,1,3,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the percentage of biomass used in clinker production in 2023?,13.2,16,5
1134,1343,1,0,heidelberg-materials_2023.pdf,302,302-1.1,356,0,"What percentage of fuel consumption was accounted for by alternative fuels, including biomass, in 2021?",26.4,28,3
1135,1344,1,0,heidelberg-materials_2023.pdf,302,302-1.1,356,0,"In 2022, what proportion of fuel usage came from alternative sources, such as biomass (%)?",28.7,28,4
1136,1345,1,0,heidelberg-materials_2023.pdf,302,302-1.1,356,0,"What was the rate of alternative fuel usage, including biomass, in 2023 (%)?",29.9,28,5
1137,1346,1,0,heidelberg-materials_2023.pdf,301,301-1.1,356,0,"In 2021, what proportion of cementitious material consisted of clinker (%)?",72.9,29,3
1138,1347,1,0,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What was the clinker content in cementitious material in 2022 (%)?,71.6,29,4
1139,1348,1,0,heidelberg-materials_2023.pdf,301,301-1.1,356,0,What fraction of clinker was included in cementitious material in 2023 (%)?,70.2,29,5
1140,1349,1,0,heidelberg-materials_2023.pdf,302,302-1.7,374,0,What was the total energy consumed in terajoules for the year 2021?,363226,16,2
1141,1350,1,0,heidelberg-materials_2023.pdf,302,302-1.7,374,0,How much total energy was consumed in terajoules in 2022?,347068,16,3
1142,1351,1,0,heidelberg-materials_2023.pdf,302,302-1.7,374,0,What was the total energy consumed in terajoules for the year 2023?,329775,16,4
1143,1358,1,3,heidelberg-materials_2023.pdf,302,302-1.8,374,0,What was the percentage of renewable energy used in 2021?,9.1,19,2
1144,1359,1,3,heidelberg-materials_2023.pdf,302,302-1.8,374,0,What was the percentage of renewable energy used in 2022?,10.4,19,3
1145,1360,1,3,heidelberg-materials_2023.pdf,302,302-1.8,374,0,What was the percentage of renewable energy used in 2023?,12.3,19,4
1146,1361,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of alternative energy sources in 2021?,21.7,18,2
1147,1362,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of alternative energy sources in 2022?,23.7,18,3
1148,1363,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of alternative energy sources in 2023?,24.4,18,4
1149,1364,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of grid electricity used in 2021?,12.2,17,2
1150,1365,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of grid electricity used in 2022?,12.5,17,3
1151,1366,1,3,heidelberg-materials_2023.pdf,302,302-1.6,374,0,What was the percentage of grid electricity used in 2023?,12.5,17,4
1152,1382,1,3,heidelberg-materials_2023.pdf,302,302-1.6,355,0,"What was the total energy consumption from cement production in 2023, measured in TJ?",318671,29,5
1153,1383,1,3,heidelberg-materials_2023.pdf,302,302-1.6,355,0,"How much energy was consumed for clinker production in 2022, expressed in TJ?",309153,30,4
1154,1384,1,3,heidelberg-materials_2023.pdf,302,302-1.6,355,0,"What was the energy consumption for aggregates in 2023, in TJ?",11104,31,5
1155,1385,1,3,heidelberg-materials_2023.pdf,303,303-3.1,359,0,What was the total surface water withdrawal in 2021 in million m3?,28.6,3,2
1156,1386,1,3,heidelberg-materials_2023.pdf,303,303-3.2,359,0,How much groundwater was withdrawn in 2022 in million m3?,9.9,4,3
1157,1387,1,3,heidelberg-materials_2023.pdf,303,303-3.3,359,0,What was the total seawater withdrawal in 2023 in million m3?,3.5,5,4
1158,1388,1,3,heidelberg-materials_2023.pdf,303,303-3.5,359,0,"What was the total water withdrawal for the aggregates business line in 2021, measured in million cubic meters (m³)?",243.8,28,2
1159,1389,1,3,heidelberg-materials_2023.pdf,303,303-4.1,359,0,What was the total surface water discharge in 2022 in million m3?,23.3,13,3
1160,1390,1,3,heidelberg-materials_2023.pdf,303,303-4.2,359,0,How much groundwater was discharged in 2023 in million m3?,0.1,14,4
1161,1391,1,3,heidelberg-materials_2023.pdf,303,303-4.3,359,0,What was the total seawater discharge in 2021 in million m3?,3.9,15,2
1162,1392,1,0,heidelberg-materials_2023.pdf,303,303-4.4,359,0,What was the total discharge in million m3 to third-party water sources in 2022?,0.6,17,3
1163,1393,1,3,heidelberg-materials_2023.pdf,303,303-5.1,359,0,What was the total water consumption in million m3 for the aggregates business line in 2021?,42.1,30,2
1164,1394,1,0,heidelberg-materials_2023.pdf,303,303-5.2,359,0,How much water in million m3 was consumed in areas with water scarcity in 2023?,7.5,19,4
1165,1395,1,0,heidelberg-materials_2023.pdf,303,303-5.5,37,3,What percentage of water recycling systems were implemented in 2023?,60,5,3
1166,1396,1,3,heidelberg-materials_2023.pdf,303,303-5.4,37,3,What percentage of aggregate sites in water-risk areas implemented water management plans in 2023?,5,4,3
1167,1397,1,3,heidelberg-materials_2023.pdf,303,303-5.4,37,3,What percentage of cement sites in water-risk areas implemented water management plans in 2023?,8,6,3
1168,1398,1,3,heidelberg-materials_2023.pdf,303,303-5.4,37,3,What percentage of cement sites in water-risk areas implemented water recycling systems in 2023?,82,7,3
1169,1399,1,0,heidelberg-materials_2023.pdf,303,303-3.10,358,0,What was the total water withdrawal in 2021 measured in million m³?,60.3,31,2
1170,1400,1,0,heidelberg-materials_2023.pdf,303,303-3.10,358,0,How much total water withdrawal was recorded in 2022 in million m³?,60.7,31,3
1171,1401,1,0,heidelberg-materials_2023.pdf,303,303-3.10,358,0,What was the total water withdrawal in 2023 measured in million m³?,58.2,31,4
1172,1402,1,3,heidelberg-materials_2023.pdf,303,303-3.8,358,0,What is the total water withdrawal in 2021 in million m³ for areas with water scarcity?,16.7,32,2
1173,1403,1,3,heidelberg-materials_2023.pdf,303,303-3.8,358,0,What was the total water withdrawal in 2022 in million m³ for areas with water scarcity?,15.6,32,3
1174,1404,1,3,heidelberg-materials_2023.pdf,303,303-3.8,358,0,How much total water withdrawal was recorded in 2023 in million m³ for areas with water scarcity?,14.8,32,4
1175,1405,1,0,heidelberg-materials_2023.pdf,304,304-3.1,121,0,What percentage of quarries had a biodiversity management plan in 2021?,43,2,2
1176,1406,1,0,heidelberg-materials_2023.pdf,304,304-3.1,121,0,What was the percentage of quarries with a restoration plan in 2022?,92,3,3
1177,1407,1,0,heidelberg-materials_2023.pdf,304,304-3.1,121,0,What proportion of quarries located near an area of high biodiversity value had a biodiversity management plan in 2023 (%)?,61,2,4
1178,1408,1,0,heidelberg-materials_2023.pdf,304,304-3.1,121,0,What percentage of quarries had a restoration plan in 2023?,76,3,4
1179,1409,1,3,heidelberg-materials_2023.pdf,305,"305-1.1, 305-*.2",355,0,What were the absolute gross CO2 emissions (Scope 1) of the cement business line in million t for the year 2022?,65.4,3,4
1180,1410,1,3,heidelberg-materials_2023.pdf,305,"305-1.1, 305-*.2",355,0,How much were the absolute net CO2 emissions (Scope 1) of the cement business line in million t in 2023?,57.1,4,5
1181,1411,1,3,heidelberg-materials_2023.pdf,305,"305-1.1, 305-*.2",355,0,What was the specific gross CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t for the year 2021 in the cement business line?,598.7,5,3
1182,1412,1,3,heidelberg-materials_2023.pdf,305,"305-1.1, 305-*.2",355,0,"In the cement business line, what were the specific net CO2 emissions per tonne of cementitious material (Scope 1) in kg CO2/t in 2022?",551,6,4
1183,1413,1,3,heidelberg-materials_2023.pdf,305,"305-2.1, 305-*.2",355,0,What were the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - location based approach in million t for the year 2023 in the aggregates business line?,0.25,16,5
1184,1414,1,3,heidelberg-materials_2023.pdf,305,"305-2.2, 305-*.2",355,0,What was the absolute CO2 emissions from external electrical power and thermal energy production (Scope 2) - market based approach in million t for the year 1990 in the cement business line?,4.5,7,5
1185,1415,1,3,heidelberg-materials_2023.pdf,305,"305-2.1, 305-*.2",355,0,What were the specific CO2 emissions from external electrical power and thermal energy production per tonne of cementitious material (Scope 2) - location based approach in kg CO2/t for the year 2023 in the cement business line?,41,10,5
1186,1416,1,0,heidelberg-materials_2023.pdf,305,"305-3.1, 305-*.2",355,0,What were the CO2 emissions from purchased materials (Scope 3) in million t for the year 2022?,9.7,21,4
1187,1417,1,0,heidelberg-materials_2023.pdf,305,"305-3.1, 305-*.2",355,0,What were the CO2 emissions from purchased fuels (Scope 3) in million t for the year 2023?,3.7,22,5
1188,1418,1,0,heidelberg-materials_2023.pdf,305,"305-3.1, 305-*.2",355,0,What was the CO2 emissions from processing of sold products (Scope 3) in million t for the year 2023?,0.2,24,5
1189,1419,1,0,heidelberg-materials_2023.pdf,305,305-*.5,355,0,What were the specific CO2 emissions per Group revenue in kt CO2/€m for the year 2023?,3.9,26,5
1190,1421,1,3,heidelberg-materials_2023.pdf,305,"305-1.1, 305-*.2",355,0,What were the absolute CO2 emissions from fuels (Scope 1) in million t for the year 2022 in the aggregates business line?,0.51,13,4
1191,1422,1,0,heidelberg-materials_2023.pdf,305,"305-2.2, 305-*.2",355,0,What were the absolute CO2 emissions from external electrical and thermal production (Scope 2) - market based approach in million t for the year 2023 in the cement business line?,0.25,15,5
1192,1423,1,0,heidelberg-materials_2023.pdf,305,305-1.1,374,0,What was the amount of Gross global Scope 1 emissions in million metric tonnes CO2 for the year 2021?,69.5,3,2
1193,1424,1,0,heidelberg-materials_2023.pdf,305,305-1.1,374,0,How many million metric tonnes CO2-e were emitted as Gross global Scope 1 emissions in 2022?,65.9,3,3
1194,1425,1,0,heidelberg-materials_2023.pdf,305,305-1.1,374,0,What was the value of Gross global Scope 1 emissions in million metric tonnes CO2-e for the year 2023?,63.3,3,4
1195,1426,1,0,heidelberg-materials_2023.pdf,305,305-*.1,374,0,What percentage of emissions was covered under emissions-limiting regulations in 2021?,47,4,2
1196,1427,1,0,heidelberg-materials_2023.pdf,305,305-5.4,374,0,What was the percentage of emissions covered under emissions-limiting regulations in 2022?,38,4,3
1197,1428,1,0,heidelberg-materials_2023.pdf,305,305-5.4,374,0,What percentage of emissions was covered under emissions-limiting regulations in 2023?,41,4,4
1198,1429,1,0,heidelberg-materials_2023.pdf,305,305-7.5,374,0,How many milligrammes of dioxins / furans were emitted in 2021?,3380,10,2
1199,1430,1,0,heidelberg-materials_2023.pdf,305,305-7.5,374,0,What was the emission level of dioxins / furans in milligrammes for the year 2022?,4933,10,3
1200,1431,1,0,heidelberg-materials_2023.pdf,305,305-7.5,374,0,What was the amount of dioxins / furans emitted in milligrammes in 2023?,4013,10,4
1201,1432,1,0,heidelberg-materials_2023.pdf,305,305-7.4,374,0,What was the total amount of volatile organic compounds (VOCs) emitted in metric tonnes in 2021?,3695,11,2
1202,1433,1,0,heidelberg-materials_2023.pdf,305,305-7.4,374,0,How many metric tonnes of volatile organic compounds (VOCs) were emitted in 2022?,3520,11,3
1203,1434,1,0,heidelberg-materials_2023.pdf,305,305-7.4,374,0,What was the emission level of volatile organic compounds (VOCs) in metric tonnes for the year 2023?,2950,11,4
1204,1435,1,0,heidelberg-materials_2023.pdf,305,305-7.3,374,0,How many kilogrammes of heavy metals (mercury) were reported in 2021?,1458,13,2
1205,1436,1,0,heidelberg-materials_2023.pdf,305,305-7.3,374,0,What was the amount of heavy metals (mercury) in kilogrammes for the year 2022?,1129,13,3
1206,1437,1,0,heidelberg-materials_2023.pdf,305,305-7.3,374,0,How many kilogrammes of heavy metals (mercury) were reported in 2023?,1226,13,4
1207,1456,1,0,heidelberg-materials_2023.pdf,305,305-7.1,357,0,What was the absolute NO emissions in 2008 measured in tonnes?,84571,3,2
1208,1457,1,0,heidelberg-materials_2023.pdf,305,305-7.1,357,0,How much were the specific NO emissions in 2021 in grams per tonne of clinker?,1235,4,3
1209,1458,1,0,heidelberg-materials_2023.pdf,305,305-7.2,357,0,What was the absolute SO emissions in 2022 measured in tonnes?,27636,5,4
1210,1459,1,0,heidelberg-materials_2023.pdf,305,305-7.2,357,0,What were the specific SO emissions in 2023 in grams per tonne of clinker?,326,6,5
1211,1460,1,0,heidelberg-materials_2023.pdf,305,305-7.6,357,0,What was the absolute dust emissions in 2021 measured in tonnes?,3250,7,3
1212,1461,1,0,heidelberg-materials_2023.pdf,305,305-7.6,357,0,How much were the specific dust emissions in 2022 in grams per tonne of clinker?,28,8,4
1213,1462,1,0,heidelberg-materials_2023.pdf,305,305-7.3,357,0,What percentage of clinker was produced in kilns with continuous or discontinuous measurement of all emissions in 2022?,77,9,4
1214,1463,1,0,heidelberg-materials_2023.pdf,305,305-7.3,357,0,"What was the proportion of clinker produced in kilns with continuous measurement of dust, NOx, and SOx emissions in 2023 (%)?",87,10,5
1215,1464,1,3,heidelberg-materials_2023.pdf,305,305-7.3,357,0,What was the specific emissions of mercury in 2022 in grams per tonne of clinker?,0.015,12,4
1216,1466,1,3,heidelberg-materials_2023.pdf,305,305-7.5,357,0,What was the specific emissions of dioxins and furans in 2023 in micrograms TEQ per tonne of clinker?,0.057,15,5
1217,1467,1,3,heidelberg-materials_2023.pdf,305,305-1.1,37,0,What is the Scope 1 CO2 gross emissions reduction target in kilograms per tonne of cementitious material in 2023?,400,2,4
1218,1468,1,3,heidelberg-materials_2023.pdf,305,305-1.1,37,0,What is the expected percentage reduction in gross Scope 1 CO2 emissions in 2030 compared to 2020?,-24,4,2
1219,1469,1,3,heidelberg-materials_2023.pdf,305,305-2.3,37,0,What is the expected percentage reduction in gross Scope 2 CO2 emissions in 2023 compared to 2020?,-65,5,2
1220,1470,1,3,heidelberg-materials_2023.pdf,305,305-3.1,37,0,What is the expected percentage reduction for Scope 3 CO2 emissions in absolute terms in 2030 compared to 2020?,-25,6,2
1221,1471,1,0,heidelberg-materials_2023.pdf,305,305-*.1,37,0,How many milions of tonnes of CO2 are expected to be captured cumulatively through CCUS projects by 2030?,10,7,4
1222,1472,1,0,heidelberg-materials_2023.pdf,305,305-7.1,37,0,What is the expected reduction percentage for NOx emissions in 2030 compared to 2008?,40,8,2
1223,1473,1,0,heidelberg-materials_2023.pdf,305,305-7.2,37,0,What is the expected reduction percentage for SOx emissions in 2030 compared to 2008?,40,8,2
1224,1477,1,0,heidelberg-materials_2023.pdf,305,305-*.1,81,0,How much are the specific net CO2 emissions in 2023 in kg CO2 per tonne of cementitious material?,534,4,4
1225,1478,1,0,heidelberg-materials_2023.pdf,305,305-*.1,118,0,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2021?,565,2,2
1226,1479,1,0,heidelberg-materials_2023.pdf,305,305-*.1,118,0,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2022?,551,2,3
1227,1480,1,0,heidelberg-materials_2023.pdf,305,305-*.1,118,0,What were the specific net CO2 emissions in kg CO2/t cementitious material for the year 2023?,534,2,4
1228,1487,1,0,heidelberg-materials_2023.pdf,305,305-7.1,119,0,What was the specific NO emissions in grams per tonne of clinker for the year 2021?,1235,2,2
1229,1488,1,0,heidelberg-materials_2023.pdf,305,305-7.2,119,0,How many grams per tonne of clinker were the specific SO emissions in 2022?,349,3,3
1230,1489,1,0,heidelberg-materials_2023.pdf,305,305-7.6,119,0,What was the value of specific dust emissions in grams per tonne of clinker for the year 2023?,36,4,4
1231,1490,1,0,heidelberg-materials_2023.pdf,305,305-7.1,119,0,What were the specific NO emissions in grams per tonne of clinker for the year 2022?,1249,2,3
1232,1491,1,0,heidelberg-materials_2023.pdf,305,305-7.2,119,0,What was the specific SO emissions in grams per tonne of clinker for the year 2023?,326,3,4
1233,1492,1,0,heidelberg-materials_2023.pdf,305,305-7.6,119,0,What were the specific dust emissions in grams per tonne of clinker for the year 2021?,39,4,2
