index,question,value,response
1359,What was the district cooling consumption in megawatt-hour for the year 2023?,4283,4283.00
1360,What was the liquid fuel consumption for emergency power in megawatt-hour for the year 2023?,872,872.00
1361,What is the percentage reduction in total energy consumption in 2023 compared to 2022?,-20,20.00
1362,What is the percentage reduction in electricity consumption in 2023 compared to 2022?,-7,7.00
1363,What is the percentage reduction in district heating consumption in 2023 compared to 2022?,-18.8,18.80
1364,What is the percentage reduction in district cooling consumption in 2023 compared to 2022? ,-20.3,20.30
1365,What is the percentage reduction in liquid fuel consumption for emergency power compared to the previous year?,-18.4,18.40
1366,What was the total amount of water used in 2023 in m3?,432730,432730.00
1367,How much water was used per employee in 2022 in m3/Headcount?,12,10.00
1368,What was the water intensity in 2022 in m3/€m insurance revenue?,9,7.00
1369,What were the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,33093,33093.00
1370,How much were the gross indirect GHG emissions from energy consumption (Scope 2) in tonnes of CO2 equivalent for the year 2023?,14249,14249.00
1371,What is the total gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,3039435,3039435.00
1372,What were the total GHG emissions for scope 1-3 (own operations) and scope 2 (market-based) in tonnes of CO₂ equivalent for the year 2023?,69913,3086777.00
1373,What is the total t CO₂ equivalent of GHG emissions for scope 1-3 and scope 2 (market-based) in 2023?,3086777,3086777.00
1374,What is the amount of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent per employee for the year 2023?,0.77,0.77
1375,How much were the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent per employee for the year 2023?,0.33,0.33
1376,"What is the total GHG emissions, scope 1-3 own operations, scope 2 market based in tonnes of CO2 equivalent per employee for the year 2023?",1.63,1.63
1377,What was the amount of gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent per employee for the previous year?,0.44,0.44
1378,How much did the gross other indirect GHG emissions (Scope 3) amount to in tonnes of CO2 equivalent per employee for the year 2023?,0.53,0.53
1379,What were the direct GHG emissions in tonnes of CO2 equivalent per insurance revenue for the year 2023?,0.57,1.21
1380,"What is the total financed GHG emissions from listed equities, corporate bonds, and direct real estate for the year 2023, in tonnes of CO2 equivalent?",3016864,3016864.00
1381,"What were the financed GHG emissions from listed equities and corporate bonds in the thermal coal segment for the year 2023, in tonnes of CO2 equivalent?",234194,234194.00
1382,What is the total for listed equities and corporate bonds from companies in the oil & gas segment for the 2023 in tonnes of CO2 equivalent?,463260,463260.00
1383,"What is the total financed GHG emissions from listed equities, corporate bonds, and direct real estate in the previous year, in tonnes of CO2 equivalent?",3113093,3113093.00
1384,"What were the financed GHG emissions from listed equities and corporate bonds in the thermal coal segment in the previous year, in tonnes of CO2 equivalent?",269179,269179.00
1385,What is the total for listed equities and corporate bonds from companies in the oil & gas segment in the previous year in tonnes of CO2 equivalent?,734197,734197.00
1386,"What was the percentage change for financed GHG emissions from listed equities, corporate bonds and direct real estate in 2023?",-42.7,-42.70
1387,What was the percentage change for financed GHG emissions from listed equities and corporate bonds from companies in the thermal coal segment in 2023?,64.3,64.30
1388,What was the percentage change for financed GHG emissions from listed equities and corporate bonds from companies in the oil & gas segment in 2023?,-55.1,-55.10
1389,"What was the percentage change for financed GHG emissions from listed equities, corporate bonds and direct real estate in the previous year?",-45.7,-45.70
1390,What was the percentage change for financed GHG emissions from listed equities and corporate bonds from companies in the thermal coal segment in the previous year?,-47.5,-47.50
1391,What was the percentage change for financed GHG emissions from listed equities and corporate bonds from companies in the oil & gas segment in the previous year?,-28.9,-26.20
1392,What was the total direct consumption of energy in 2023 for the entire group in TJ?,14334,14334.00
1393,What was the total indirect consumption of energy in 2023 for the entire group in TJ?,377,377.00
1394,What was the total consumption of energy in 2023 for the entire group in TJ?,14715,14715.00
1395,What percentage of energy for the entire group came from renewable sources in 2023?,9.76,9.76
1396,What was the energy intensity for the entire group in 2021 in TJ/€mln?,2.1,2.10
1397,What was the total direct consumption of energy in 2022 for the entire group in TJ?,16665,16665.00
1398,What was the total indirect consumption of energy for the entire group in 2022 in TJ?,696,696.00
1399,What was the total consumption of energy for the entire group in 2022 in TJ?,17361,17361.00
1400,What was the energy intensity for the entire group in 2022 in TJ/€mln?,1.7,1.70
1401,What was the total direct consumption of energy for the entire group in 2021 in TJ?,14171,14171.00
1402,What was the total indirect consumption of energy for the entire group in 2021 in TJ?,692,692.00
1403,What was the total consumption of energy for the entire group in 2021 in TJ?,14863,14863.00
1404,What was the energy intensity for the entire group in 2023 in TJ/€mln?,1.2,1.20
1405,What was the total indirect consumption of energy for the entire group in MWh for the year 2023?,40496,40496.00
1406,How much electricity was consumed from the grid for the entire group in MWh in 2022?,68120,68120.00
1407,What is the amount of electricity self-produced from renewable sources for the entire group in MWh for the year 2021?,298.9,298.90
1408,What was the total indirect consumption of energy for the entire group in MWh for the year 2022?,78551,78551.00
1409,How much electricity was consumed from the grid for the entire group in MWh in 2023?,38134,38134.00
1410,What was the amount of thermal energy consumed from the entire group in MWh for the year 2022?,10066,10066.00
1411,What was the amount of electricity consumed from renewable sources for the entire group in MWh for the year 2023?,14399,14883.30
1412,How much thermal energy was consumed from the entire group in MWh for the year 2021?,-,1977.00
1413,What was the amount of electricity self-produced from renewable sources for the entire group in MWh for the year 2022?,365.2,365.20
1414,What was the amount of recycled and re-used water in 2023 in thousands of cubic meters for the entire group?,183,183.00
1415,How much recycled and re-used water was reported in 2022 in thousands of cubic meters for the entire group?,298,298.00
1416,What is the amount of recycled and re-used water in 2021 in thousands of cubic meters for the entire group?,447.8,447.80
1417,What percentage of water was re-used in 2023 for the entire group?,5,5.00
1418,What was the re-used water percentage in 2022 for the entire group?,6,6.00
1419,What was the percentage of re-used water in 2021  for the entire group?,11,11.00
1420,What was the total water discharged in 2023 in thousands of cubic meters for the entire group?,1656,1656.00
1421,How much water was discharged into the sewer systems in 2023 in thousands of cubic meters for the entire group?,189,189.00
1422,What is the volume of water discharged into bodies of surface water in 2021 in thousands of cubic meters for the entire group?,919,919.00
1423,What was the total water discharged into the sea in 2023 in thousands of cubic meters for the entire group?,1019,1019.00
1424,How much water was discharged into bodies of surface water in 2022 in thousands of cubic meters for the entire group?,1090,1090.00
1425,What was the total water discharged into the sea in 2021 in thousands of cubic meters for the entire group?,1143,1143.00
1426,What was the total volume of water discharged in 2023 for the entire group in 10^3 m3?,333.1,333.10
1427,How much was the total water discharged in 2022 for the entire group in 10^3 m3?,401,401.00
1428,"What was the total location-based Scope 1, 2 and 3 emissions in 2023 in kilotonnes of CO2 equivalent for the entire group?",6446.7,6446.70
1429,"What were the total location-based Scope 1, 2 and 3 emissions in 2022 in kilotonnes of CO2 equivalent for the entire group?",4385.6,4385.60
1430,"What were the total location-based Scope 1, 2 and 3 emissions in 2021 in kilotonnes of CO2 equivalent for the entire group?",2664.5,2664.50
1431,"What was the total market-based Scope 1, 2 and 3 emissions in 2023 in kilotonnes of CO2 equivalent for the entire group?",6446.5,6446.50
1432,"What were the total market-based Scope 1, 2 and 3 emissions in 2022 in kilotonnes of CO2 equivalent for the entire group?",4383.3,4383.30
1433,"What were the total market-based Scope 1, 2 and 3 emissions in 2021 in kilotonnes of CO2 equivalent for the entire group?",2662.4,"2662.40,2403.90"
1434,What was the emission intensity for market-based Scope 1 and 2 in 2023 in kilotonnes of CO2 equivalent per million euros for the entire group?,87.7,87.70
1435,What was the emission intensity for market-based Scope 1 and 2 in 2022 in kilotonnes of CO2 equivalent per million euros for the entire group?,125.4,125.40
1436,What was the emission intensity for market-based Scope 1 and 2 in 2021 in kilotonnes of CO2 equivalent per million euros for the entire group?,156.5,156.50
