index,question,value,response
1562,How much were the indirect greenhouse gas emissions from energy consumption (Scope 2) location-based in 2023 in megatonnes of CO2?,3.28,3.28
1563,What is the value of indirect greenhouse gas emissions from energy consumption (Scope 2) market-based in 2023 in megatonnes of CO2?,4.51,4.51
1564,What were the Scope 3 indirect GHG emissions in 2023 in megatonnes of CO2?,56.53,56.53
1565,What is the amount of emissions connected with gas sales in 2023 in megatonnes of CO2?,16.79,16.79
1566,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160
1567,What was the intensity of Scope 1 and Scope 3 GHG emissions related to Integrated Power in 2023 in grams of CO2 equivalent per kilowatt-hour?,168,168
1568,What were the specific emissions of SO2 in 2023 in grams per kilowatt-hour?,0.09,0.09
1569,What were the specific emissions of NOx in 2023 in grams per kilowatt-hour?,0.26,4.26
1570,What were the specific emissions of particulates in 2023 in grams per kilowatt-hour?,0.006,| 0.006 |
1571,What proportion of the total energy generation in 2023 came from zero-emission sources (%)?,73.2,73.2
1580,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160
1581,What is the expected intensity of Scope 1 GHG emissions related to power generation for the year 2024 (gCO2eq/kWh)?,148,140
1582,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2025 in grams of CO2 equivalent per kilowatt-hour?,130,130
1583,What was the expected intensity of Scope 1 GHG emissions related to power generation in 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125
1584,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2030 in grams of CO2 equivalent per kilowatt-hour?,72,72
1585,What is the expected intensity of Scope 1 GHG emissions related to power generation in 2040 in grams of CO2 equivalent per kilowatt-hour?,0,72
1586,What was the expected intensity of Scope 1 and Scope 3 GHG emissions related to Integrated Power in 2025 in grams of CO2 equivalent per kilowatt-hour?,135,135
1587,What is the expected absolute Scope 3 GHG emissions related to retail gas in 2025 in megatonnes of CO2?,20.9,20.9
1588,What was the expected absolute Scope 3 GHG emissions related to retail gas in 2026 in megatonnes of CO2?,20,20.9
1589,What is the expected absolute Scope 3 GHG emissions related to retail gas in 2030 in megatonnes of CO2?,11.4,11.4
1598,What was the intensity of Scope 1 GHG emissions related to power generation in 2023 in grams of CO2 equivalent per kilowatt-hour?,160,160 gCO2eq/kWh
1599,How much GHG emissions intensity related to power generation is targeted for 2026 in grams of CO2 equivalent per kilowatt-hour?,125,125 gCO2eq/kWh
1600,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2026?,-22.00,-22%
1601,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2023 to reach the target set for 2030?,-55.00,-55%
1602,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2026?,-66.00,-66%
1603,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to power generation and generated in 2017 to reach the target set for 2040?,-100.00,-100%
1604,What are the Scope 1 GHG emissions related to integrated power in 2023 in grams of CO2 per kilowatt-hour?,168,168 gCO2eq/kWh
1605,What is the target of Scope 1 GHG emissions related to integrated power in 2026 in grams of CO2 per kilowatt-hour?,135,135 gCO2eq/kWh
1606,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to integrated power and generated in 2017 to reach the target set for 2030?,-78.00,-59.00%
1607,What is the percentage reduction that must be applied to Scope 1 GHG emissions related to integrated power and generated in 2023 to reach the target set for 2026?,-20.00,-20.00%
1608,What is the target for Scope 1 GHG emissions related to integrated power for the year 2040 in grams of CO2 per kilowatt-hour?,0,0 gCO2eq/kWh (Zero emissions)
1609,What are the Scope 3 GHG emissions related to the sale of natural gas on end-user market in 2023 in megatonnes of CO2?,16.8,11.4 MtCO2eq
1613,What is the target of additional emissions Scopes 1-2-3 for the year 2030 in megatonnes of CO2?,10.4,10.4 MtCO2eq
1614,What is the percentage reduction that must be applied to additional emissions Scopes 1-2-3 generated in 2017 to reach the target set for 2030?,-12.00,-55.00%
1615,What is the percentage reduction that must be applied to additional emissions Scopes 1-2-3 generated in 2017 to reach the target set for 2040?,-90.00,No answer in the response
1616,"What was the emissions intensity in the supply chain in 2023, expressed in tonnes of CO2 equivalent per million euros",684,684 tCO2eq/EURmn
1621,What was the percentage reduction in emissions intensity in the supply chain in 2023 compared to 2022?,24.00,24%
1626,What percentage of qualified suppliers were assessed for environmental issues in 2023?,100,100%
1627,What was the total electricity consumption in megawatt-hour for the year 2023?,146273,263289
1628,How much electricity from renewable sources was procured through direct supply contracts and by purchasing guarantees of origin in megawatt-hour for the year 2023?,117016,117016
1629,What was the amount of electricity generated on site from renewable sources in megawatt-hour for the year 2023?,3158,3158
1630,What was the total district heating consumption in megawatt-hour for the year 2023?,9223,9223
1631,How much natural gas was consumed in megawatt-hour for the year 2023?,185153,185153
1632,"What was the total consumption of diesel/biodiesel in 1,000 liters for the year 2023?",52255,52255#49302
1633,What was the total diesel consumption in megawatt-hour for the year 2023?,546451,546451#52255
1634,How much biodiesel was consumed in megawatt-hour for the year 2023?,2402,2402
1635,"What was the total petrol/bioethanol consumption in 1,000 liters for the year 2023?",5947,5947#4947
1636,What was the total petrol consumption in megawatt-hour for the year 2023?,55636,55636#5947
1637,How much bioethanol was consumed in megawatt-hour for the year 2023?,555,555
1638,"What was the total consumption of other fuels in 1,000 liters for the year 2023?",3926,3926#52255#3696
1639,What was the total consumption of other fuels in megawatt-hour for the year 2023?,36199,36199
1640,What were the tonnes of CO2 emissions from natural gas consumption under Scope 1  in 2023?,33870,33870
1641,How many CO2e emissions (in tonnes) from the use of diesel (including biodiesel) under Scope 1 where produced in 2022?,132811,132811
1642,"What are the total CO2 emissions (in tonnes) from petrol consumption, including bioethanol, for the year 2020?",10847,"10847 |

#### and its corresponding scale is: none"
1643,What was the amount of other emissions under Scope 1 in tonnes in 2023?,8223,8223
1644,What is the location-based gross indirect GHG emissions from energy consumption in tonnes for 2023?,47024,No answer in the response
1645,How many tonnes of market-based gross indirect GHG emissions from energy consumption were reported in 2022?,6057,6057
1646,What was the total CO2 emissions in tonnes from district heating for the year 2020?,933,933
1647,What is the total location-based gross direct GHG emissions (Scope 1 + 2) in tonnes for 2023?,243262,No answer in the response
1648,How many tonnes of market-based gross direct GHG emissions (Scope 1 + 2) were recorded in 2022?,219900,219900
1649,What is the percentage reduction in location-based GHG emissions (Scope 1 + 2) for 2023?,-3.10,-3.1%
1650,What is the percentage reduction in market-based GHG emissions (Scope 1 + 2) for 2022?,-9.20,-15.60%
1652,How many tonnes of CO2 equivalent were associated with purchased goods and services in 2022?,21284553,21284553
1654,What is the outgoing transportation emissions for transportation and distribution (upstream) in 2023 in tonnes of CO2 equivalent?,117932,No answer in the response
1655,"What were the outgoing transportation emissions for transportation and distribution (upstream) in 2022, measured in tonnes of CO₂ equivalent?",151243,"151,243"
1656,What were the outgoing transportation emissions for transportation and distribution (upstream) in 2020 in tonnes of CO2 equivalent?,140359,No answer in the response
1657,What is the incoming transportation emissions for transportation and distribution (upstream) in 2023 in tonnes of CO2 equivalent?,146750,146750#117932
1658,What were the incoming transportation emissions for transportation and distribution (upstream) in 2022 in tonnes of CO2 equivalent?,176971,No answer in the response
1659,What were the incoming transportation emissions for transportation and distribution (upstream) in 2020 in tonnes of CO2 equivalent?,162579,"140,359#162,579"
1660,What is the outgoing transportation emissions for transportation and distribution (downstream) in 2023 in tonnes of CO2 equivalent?,12096,12096
